ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
12,1,2,24,5,"[233, 65, 1745, 1241, 737, 1409]",1.433,0.908,1.185,2.165186287592523e-08,1.662222419290464e-36,True
13,1,1,24,1,"[1532, 1556]",0.935,0.935,0.935,1.964735851170859e-10,4.488625313980511e-16,True
14,1,2,24,2,"[1150, 1366, 694]",1.4,1.035,1.217,5.8967008337538583e-08,1.200010700050018e-16,True
15,2,"0,1",24,1,"[1272, 1438]",1.256,1.256,1.256,1.3182791736486616e-20,2.020783584367105e-36,True
16,1,2,24,3,"[1067, 1739, 923, 802]",1.421,1.085,1.285,5.138594425228205e-08,1.5302651536568454e-22,True
17,1,2,24,9,"[1491, 27, 146, 291, 795, 1299, 3, 1731, 268, 891]",1.444,1.135,1.35,9.089766573014154e-12,5.523522995104372e-96,True
18,1,2,24,1,"[645, 309]",1.136,1.136,1.136,9.419719312755963e-09,1.0317643911621694e-12,True
19,1,2,24,3,"[906, 738, 1745, 1242]",1.467,1.151,1.211,2.9521431686883596e-08,1.6670173383804802e-23,True
20,1,2,24,3,"[1100, 283, 787, 1339]",1.446,1.221,1.291,0.00016852407233362463,1.7350766727053783e-08,True
21,1,2,24,4,"[1775, 309, 1702, 742, 381]",1.369,1.225,1.35,1.4129727530297653e-07,3.6835758360341285e-26,True
22,1,2,24,3,"[1051, 1361, 931, 91]",1.431,1.251,1.356,1.2846538785702842e-10,5.9777329097293784e-33,True
23,1,2,24,1,"[857, 353]",1.257,1.257,1.257,1.3362606189731893e-16,2.076286891346719e-28,True
24,1,2,24,4,"[1087, 367, 870, 727, 127]",1.443,1.276,1.346,0.0007017893210943105,1.0211453884192009e-07,True
25,1,2,24,1,"[1505, 1482]",1.281,1.281,1.281,3.770742727871043e-13,1.6533272636347662e-21,True
26,1,0,24,1,"[969, 59]",1.283,1.283,1.283,6.059438448613334e-12,4.269428840057296e-19,True
27,1,2,24,1,"[1163, 1379]",1.285,1.285,1.285,1.467804172159277e-07,2.5051563831336125e-10,True
28,1,2,24,2,"[1134, 221, 28]",1.391,1.34,1.365,0.0028908513207661496,0.010247241768613727,False
29,1,2,24,1,"[1212, 1429]",1.342,1.342,1.342,3.8536469542724594e-11,1.7268271622467352e-17,True
30,1,2,24,1,"[1033, 1201]",1.344,1.344,1.344,7.215778780813207e-10,6.054404205952677e-15,True
31,1,2,24,1,"[508, 124]",1.347,1.347,1.347,1.5556809452606832e-10,2.814142472897539e-16,True
32,1,2,24,1,"[1017, 535]",1.366,1.366,1.366,7.905458177576048e-11,7.267066101185973e-17,True
33,1,2,24,1,"[1584, 1560]",1.422,1.422,1.422,5.087707385543722e-07,3.009726491348904e-09,True
34,1,2,24,1,"[569, 473]",1.43,1.43,1.43,1.1225457270755005e-10,1.465254623264046e-16,True
0,1,2,48,2,"[90, 762, 258]",2.012,1.245,1.629,1.9010397661856965e-15,4.829797582377598e-40,True
1,1,2,48,2,"[10, 298, 130]",2.074,1.415,1.744,6.82718689492126e-22,2.2370758044090414e-59,True
2,1,1,48,1,"[347, 1451]",1.635,1.635,1.635,5.910946647853728e-17,9.957697728025782e-30,True
